year,appeal_number,use_variance,dimensional_variance,confidence,reason
2020,39575,True,False,high,Use: X units/families
2020,39584,True,True,medium,Both: For use as X-family household living + New construction
2020,39585,False,True,medium,Dimensional: Erection of structure
2020,39598,False,False,low,No clear pattern matched
2020,39599,True,False,high,Use: X units/families
2020,39600,True,False,high,Use: Office use
2020,39603,True,True,medium,Both: For use as household living + Erection of structure
2020,39606,False,True,medium,Dimensional: Parking spaces
2020,39608,True,False,high,Use: Multifamily dwelling
2020,39609,True,False,high,Use: X units/families
2020,39610,True,True,medium,Both: Multifamily household living + Addition
2020,39611,True,True,medium,Both: Permit for use + Parking spaces
2020,39612,False,False,low,No clear pattern matched
2020,39616,True,True,medium,Both: For use as household living + Erection of structure
2020,39617,True,False,high,Use: Office use
2020,39618,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39619,True,False,high,Use: X units/families
2020,39620,False,True,medium,Dimensional: Addition
2020,39621,False,True,medium,Dimensional: Erection of structure
2020,39624,True,False,high,Use: For use as household living
2020,39627,False,False,low,No clear pattern matched
2020,39628,False,False,low,No clear pattern matched
2020,39629,True,False,high,Use: Multifamily dwelling
2020,39634,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39635,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39638,True,False,high,Use: For use as household living
2020,39640,True,True,medium,Both: Multifamily household living + Roof deck
2020,39642,True,True,medium,Both: X units/families + Erection of structure
2020,39643,True,True,medium,Both: For use as office + Erection of structure
2020,39644,False,True,medium,Dimensional: Erection of structure
2020,39645,True,True,medium,Both: Multifamily household living + Accessory parking
2020,39646,True,False,high,Use: X units/families
2020,39647,True,True,medium,Both: For use as household living + Erection of structure
2020,39648,True,False,high,Use: Multifamily household living
2020,39650,True,False,high,Use: X units/families
2020,39651,False,True,medium,Dimensional: Erection of structure
2020,39652,True,True,medium,Both: X units/families + Parking spaces
2020,39653,True,False,high,Use: Restaurant use
2020,39655,True,False,high,Use: Multifamily dwelling
2020,39657,True,False,high,Use: Retail use
2020,39658,True,False,high,Use: X units/families
2020,39659,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39660,True,True,medium,Both: X units/families + Erection of structure
2020,39661,False,False,low,No clear pattern matched
2020,39662,False,False,low,No clear pattern matched
2020,39665,True,True,medium,Both: For use as dwelling + Erection of structure
2020,39666,True,True,medium,Both: X units/families + Erection of structure
2020,39667,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39669,True,True,medium,Both: For use as household living + Erection of structure
2020,39672,True,True,medium,Both: For use as household living + Erection of structure
2020,39679,True,False,high,Use: Multifamily dwelling
2020,39680,False,True,medium,Dimensional: Erection of structure
2020,39683,True,False,high,Use: Permit for use
2020,39686,True,False,high,Use: X units/families
2020,39688,True,False,high,Use: Permit for use
2020,39687,True,True,medium,Both: For use as household living + Addition
2020,39684,True,False,high,Use: X units/families
2020,39685,True,False,high,Use: Retail use
2020,39689,True,False,high,Use: X units/families
2020,39690,True,False,high,Use: X units/families
2020,39691,False,True,medium,Dimensional: Erection of structure
2020,39692,False,True,medium,Dimensional: Parking spaces
2020,39693,False,False,low,No clear pattern matched
2020,39694,False,True,medium,Dimensional: Addition
2020,39695,True,True,medium,Both: Multifamily dwelling + Parking spaces
2020,39697,True,False,high,Use: Office use
2020,39700,True,False,high,Use: X units/families
2020,39707,False,True,medium,Dimensional: Erection of structure
2020,39708,True,True,medium,Both: Multifamily dwelling + Parking spaces
2020,39709,True,False,high,Use: Restaurant use
2020,39710,True,False,high,Use: Two-family dwelling
2020,39711,True,False,high,Use: Multifamily dwelling
2020,39712,True,False,high,Use: Permit for use
2020,39714,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39715,False,True,medium,Dimensional: Addition
2020,39716,True,True,medium,Both: X dwelling units + Parking spaces
2020,39717,False,False,low,No clear pattern matched
2020,39718,True,True,medium,Both: X units/families + Parking spaces
2020,39719,False,True,medium,Dimensional: Addition
2020,39727,False,False,low,No clear pattern matched
2020,39728,True,True,medium,Both: For use as household living + Erection of structure
2020,39747,False,False,low,No clear pattern matched
2020,39748,True,False,high,Use: Multifamily dwelling
2020,39749,True,False,high,Use: For use as restaurant
2020,39750,False,True,medium,Dimensional: New construction
2020,39751,True,True,medium,Both: For use as household living + Roof deck
2020,39752,True,False,high,Use: X units/families
2020,39753,True,True,medium,Both: Permit for use + Parking spaces
2020,39817,False,True,medium,Dimensional: Erection of structure
2020,39818,True,False,high,Use: Permit for use
2020,39819,True,False,high,Use: X units/families
2020,39820,True,False,high,Use: X units/families
2020,39754,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39822,True,False,high,Use: Restaurant use
2020,39823,True,False,high,Use: Multifamily dwelling
2020,39825,False,True,medium,Dimensional: Erection of structure
2020,39826,True,True,medium,Both: X dwelling units + Erection of structure
2020,39827,True,True,medium,Both: Office use + Lot line relocation
2020,39828,True,True,medium,Both: X dwelling units + Erection of structure
2020,39829,True,True,medium,Both: For use as household living + Erection of structure
2020,39824,True,True,medium,Both: X dwelling units + Erection of structure
2020,39833,True,True,medium,Both: Restaurant use + Erection of structure
2020,39834,True,False,high,Use: For use as X-family household living
2020,39835,False,False,low,No clear pattern matched
2020,39836,True,True,medium,Both: For use as household living + Erection of structure
2020,39837,True,True,medium,Both: X units/families + Erection of structure
2020,39839,True,False,high,Use: X units/families
2020,39842,True,False,high,Use: X units/families
2020,39843,True,False,high,Use: X units/families
2020,39846,False,False,low,No clear pattern matched
2020,39847,True,True,medium,Both: X units/families + Parking spaces
2020,39848,True,False,high,Use: X units/families
2020,39849,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39854,True,False,high,Use: X units/families
2020,39858,True,True,medium,Both: Two-family dwelling + Erection of structure
2020,39859,True,True,medium,Both: X units/families + Parking spaces
2020,39860,True,False,high,Use: X units/families
2020,39861,True,False,high,Use: Multifamily dwelling
2020,39862,True,False,high,Use: X units/families
2020,39863,True,False,high,Use: Multifamily dwelling
2020,39864,True,False,high,Use: X units/families
2020,39865,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39866,True,True,medium,Both: For use as household living + Erection of structure
2020,39868,True,True,medium,Both: X units/families + Parking spaces
2020,39869,True,True,medium,Both: X units/families + Parking spaces
2020,39870,True,True,medium,Both: X units/families + Erection of structure
2020,39871,True,True,medium,Both: Two-family dwelling + Erection of structure
2020,39872,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39873,False,True,medium,Dimensional: Parking spaces
2020,39874,False,True,medium,Dimensional: Addition
2020,39875,True,True,medium,Both: For use as household living + Roof deck
2020,39877,False,False,low,No clear pattern matched
2020,39878,False,False,low,No clear pattern matched
2020,39879,False,False,low,No clear pattern matched
2020,39880,True,False,high,Use: For use as restaurant
2020,39881,True,False,high,Use: Multifamily dwelling
2020,39882,False,True,medium,Dimensional: Erection of structure
2020,39887,True,True,medium,Both: For use as X-family household living + New construction
2020,39888,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39889,True,False,high,Use: X units/families
2020,39890,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39891,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39894,True,False,high,Use: Multifamily dwelling
2020,39895,True,False,high,Use: X units/families
2020,39896,True,False,high,Use: X units/families
2020,39897,True,False,high,Use: X units/families
2020,39898,True,False,high,Use: X units/families
2020,39899,True,True,medium,Both: For use as household living + Erection of structure
2020,39900,True,False,high,Use: Multifamily dwelling
2020,39901,False,True,medium,Dimensional: Erection of structure
2020,39902,True,False,high,Use: Restaurant use
2020,39903,False,False,low,No clear pattern matched
2020,39904,True,False,high,Use: Multifamily dwelling
2020,39905,True,True,medium,Both: Multifamily household living + Addition
2020,39906,True,True,medium,Both: Multifamily household living + Addition
2020,39907,True,True,medium,Both: X units/families + Erection of structure
2020,39908,True,True,medium,Both: X units/families + Erection of structure
2020,39909,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39910,True,True,medium,Both: For use as household living + New construction
2020,39911,True,True,medium,Both: For use as household living + Erection of structure
2020,39914,False,True,medium,Dimensional: Erection of structure
2020,39913,True,True,medium,Both: Office use + Parking spaces
2020,39915,False,False,low,No clear pattern matched
2020,39916,True,True,medium,Both: For use as household living + Erection of structure
2020,39917,True,True,medium,Both: For use as household living + Erection of structure
2020,39918,False,True,medium,Dimensional: Erection of structure
2020,39919,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39925,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39926,True,False,high,Use: X units/families
2020,39927,False,True,medium,Dimensional: Parking spaces
2020,39929,True,False,high,Use: X units/families
2020,39930,True,False,high,Use: Multifamily dwelling
2020,39931,False,True,medium,Dimensional: Parking spaces
2020,39933,True,False,high,Use: Multifamily dwelling
2020,39934,False,False,low,No clear pattern matched
2020,39940,True,False,high,Use: Restaurant use
2020,39941,False,True,medium,Dimensional: Parking spaces
2020,39942,False,False,low,No clear pattern matched
2020,39943,True,False,high,Use: X units/families
2020,39944,True,False,high,Use: Multifamily dwelling
2020,39945,True,False,high,Use: Multifamily dwelling
2020,39946,True,False,high,Use: Multifamily dwelling
2020,39947,False,True,medium,Dimensional: Parking spaces
2020,39948,False,True,medium,Dimensional: Erection of structure
2020,39949,False,False,low,No clear pattern matched
2020,39950,True,True,medium,Both: For use as household living + New construction
2020,39952,True,True,medium,Both: For use as household living + New construction
2020,39951,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39924,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39928,False,False,low,No clear pattern matched
2020,39883,False,True,medium,Dimensional: Addition
2020,39884,True,True,medium,Both: For use as dwelling + Erection of structure
2020,39954,True,False,high,Use: Commissary use
2020,39955,False,True,medium,Dimensional: Erection of structure
2020,39958,True,True,medium,Both: For use as household living + Erection of structure
2020,39959,True,True,medium,Both: For use as household living + Erection of structure
2020,39961,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39963,True,False,high,Use: Restaurant use
2020,39964,False,True,medium,Dimensional: Erection of structure
2020,39956,False,True,medium,Dimensional: Accessory parking
2020,39962,True,True,medium,Both: Multifamily household living + Addition
2020,39965,True,True,medium,Both: Multifamily dwelling + Erection of structure
2020,39966,False,False,low,No clear pattern matched
2020,39967,True,False,high,Use: Office use
2020,39968,True,False,high,Use: X units/families
2020,39969,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,39970,False,False,low,No clear pattern matched
2020,39973,True,True,medium,Both: X units/families + Parking spaces
2020,39974,True,False,high,Use: X units/families
2020,39975,False,True,medium,Dimensional: Erection of structure
2020,39977,True,True,medium,Both: Multifamily household living + Erection of structure
2020,39978,False,True,medium,Dimensional: Erection of structure
2020,39980,False,True,medium,Dimensional: Parking spaces
2020,39983,True,True,medium,Both: For use as household living + Erection of structure
2020,39993,True,False,high,Use: Multifamily household living
2020,39994,True,False,high,Use: Multifamily dwelling
2020,39996,True,False,high,Use: X units/families
2020,39997,False,True,medium,Dimensional: Erection of structure
2020,39998,True,False,high,Use: X units/families
2020,39999,True,False,high,Use: X units/families
2020,40000,True,True,medium,Both: Multifamily household living + Erection of structure
2020,40001,True,False,high,Use: X units/families
2020,40002,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,40023,True,False,high,Use: X units/families
2020,40024,True,False,high,Use: X units/families
2020,40025,False,False,low,No clear pattern matched
2020,40026,True,False,high,Use: X units/families
2020,40027,True,False,high,Use: Restaurant use
2020,40028,True,False,high,Use: Short-term rental
2020,40029,False,True,medium,Dimensional: Roof deck
2020,40030,True,False,high,Use: Permit for use
2020,40031,True,True,medium,Both: For use as household living + Erection of structure
2020,40044,True,True,medium,Both: X dwelling units + Erection of structure
2020,40045,False,False,low,No clear pattern matched
2020,40046,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,40047,False,False,low,No clear pattern matched
2020,40048,True,True,medium,Both: For use as dwelling + Erection of structure
2020,40049,True,True,medium,Both: For use as household living + Erection of structure
2020,40050,True,False,high,Use: X units/families
2020,40051,False,True,medium,Dimensional: Erection of structure
2020,40052,True,True,medium,Both: For use as household living + Erection of structure
2020,40053,True,True,medium,Both: For use as household living + Erection of structure
2020,40054,True,True,medium,Both: For use as X-family household living + Addition
2020,40055,True,False,high,Use: Multifamily dwelling
2020,40056,False,True,medium,Dimensional: Addition
2020,40059,False,False,low,No clear pattern matched
2020,40060,False,False,low,No clear pattern matched
2020,40058,True,False,high,Use: Restaurant use
2020,40057,True,True,medium,Both: Multifamily household living + Erection of structure
2020,40062,True,False,high,Use: Multifamily dwelling
2020,40063,False,True,medium,Dimensional: Erection of structure
2020,40064,True,True,medium,Both: Multifamily household living + Erection of structure
2020,40065,True,True,medium,Both: For use as household living + Parking spaces
2020,40066,True,False,high,Use: Multifamily dwelling
2020,40067,True,False,high,Use: Permit for use
2020,40068,False,False,low,No clear pattern matched
2020,40074,False,True,medium,Dimensional: Erection of structure
2020,40075,False,False,low,No clear pattern matched
2020,40076,True,True,medium,Both: For use as household living + Erection of structure
2020,40077,True,False,high,Use: Office use
2020,40078,True,False,high,Use: X units/families
2020,40079,False,True,medium,Dimensional: Erection of structure
2020,40081,False,False,low,No clear pattern matched
2020,40083,True,False,high,Use: X units/families
2020,40090,True,False,high,Use: Restaurant use
2020,40091,True,False,high,Use: X units/families
2020,40092,True,True,medium,Both: For use as household living + Erection of structure
2020,40093,True,False,high,Use: Multifamily dwelling
2020,37210,True,True,medium,Both: Office use + Erection of structure
2020,38886,False,False,low,No clear pattern matched
2020,39586,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-000008,True,False,high,Use: Multifamily household living
2020,1056146,True,False,high,Use: For use as household living
2020,ZP-2020-000326,True,False,high,Use: Multifamily household living
2020,ZP-2020-000330,True,False,high,Use: Multifamily household living
2020,ZP-2020-000153,True,False,high,Use: Restaurant use
2020,ZP-2020-000430,True,False,high,Use: For use as household living
2020,ZP-2020-000570,True,False,high,Use: Office use
2020,ZP-2020-000492,True,False,high,Use: For use as household living
2020,ZP-2020-000214,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-000864,True,False,high,Use: For use as X-family household living
2020,ZP-2020-000535,True,False,high,Use: For use as household living
2020,1055891,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-000940,True,False,high,Use: Restaurant use
2020,1042404,True,True,medium,Both: For use as household living + New construction
2020,HA-2020-000050,False,False,low,No clear pattern matched
2020,HA-2020-000051,False,False,low,No clear pattern matched
2020,1046436,False,True,medium,Dimensional: Erection of structure
2020,HA-2020-000052,False,False,low,No clear pattern matched
2020,HA-2020-000053,False,False,low,No clear pattern matched
2020,HA-2020-000054,False,False,low,No clear pattern matched
2020,HA-2020-000055,False,False,low,No clear pattern matched
2020,HA-2020-000056,False,False,low,No clear pattern matched
2020,HA-2020-000057,False,False,low,No clear pattern matched
2020,HA-2020-000058,False,False,low,No clear pattern matched
2020,HA-2020-000059,False,False,low,No clear pattern matched
2020,ZP-2020-000065,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-000345,True,False,high,Use: For use as X-family household living
2020,ZP-2020-000622,False,True,medium,Dimensional: Addition
2020,1056787,True,True,medium,Both: For use as household living + Erection of structure
2020,1056788,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001075,True,True,medium,Both: For use as dwelling + Erection of structure
2020,HA-2020-000064,False,False,low,No clear pattern matched
2020,HA-2020-000065,False,False,low,No clear pattern matched
2020,HA-2020-000066,False,False,low,No clear pattern matched
2020,HA-2020-000067,False,False,low,No clear pattern matched
2020,HA-2020-000068,False,False,low,No clear pattern matched
2020,HA-2020-000069,False,False,low,No clear pattern matched
2020,HA-2020-000070,False,False,low,No clear pattern matched
2020,HA-2020-000071,False,False,low,No clear pattern matched
2020,HA-2020-000072,False,False,low,No clear pattern matched
2020,ZP-2020-000978,True,True,medium,Both: Multifamily household living + Parking spaces
2020,HA-2020-000073,False,False,low,No clear pattern matched
2020,ZP-2020-001040,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001036,True,True,medium,Both: For use as household living + Erection of structure
2020,HA-2020-000078,False,False,low,No clear pattern matched
2020,HA-2020-000080,False,False,low,No clear pattern matched
2020,HA-2020-000083,False,False,low,No clear pattern matched
2020,HA-2020-000084,False,False,low,No clear pattern matched
2020,ZP-2020-000458,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-000912,False,False,low,No clear pattern matched
2020,HA-2020-000087,False,False,low,No clear pattern matched
2020,HA-2020-000088,False,False,low,No clear pattern matched
2020,HA-2020-000089,False,False,low,No clear pattern matched
2020,HA-2020-000090,False,False,low,No clear pattern matched
2020,ZP-2020-000772,True,False,high,Use: Multifamily household living
2020,1038185,False,False,low,No clear pattern matched
2020,1055043,True,True,medium,Both: X dwelling units + Erection of structure
2020,1057042,False,True,medium,Dimensional: Lot line relocation
2020,1057068,True,True,medium,Both: Multifamily household living + Erection of structure
2020,1046197,False,False,low,No clear pattern matched
2020,ZP-2020-000051,True,True,medium,Both: X dwelling units + Erection of structure
2020,1047618,True,True,medium,Both: For use as household living + Erection of structure
2020,1053864,False,True,medium,Dimensional: Erection of structure
2020,HA-2020-000101,False,False,low,No clear pattern matched
2020,ZP-2020-001241,True,False,high,Use: X units/families
2020,ZP-2020-000826,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-000096,True,False,high,Use: Multifamily household living
2020,ZP-2020-001114,True,True,medium,Both: For use as household living + Erection of structure
2020,1056228,True,True,medium,Both: Restaurant use + Erection of structure
2020,ZP-2020-000828,True,True,medium,Both: Multifamily household living + Roof deck
2020,ZP-2020-000766,True,False,high,Use: For use as X-family household living
2020,1029072,False,True,medium,Dimensional: Addition
2020,ZP-2020-000996,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-001122,False,False,low,No clear pattern matched
2020,ZP-2020-000309,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-000866,False,False,low,No clear pattern matched
2020,ZP-2020-000804,False,False,low,No clear pattern matched
2020,1054624,False,True,medium,Dimensional: Parking spaces
2020,ZP-2020-000938,True,True,medium,Both: X units/families + Erection of structure
2020,ZP-2020-001069,True,True,medium,Both: Change of use + Erection of structure
2020,ZP-2020-000193,True,False,high,Use: Restaurant use
2020,ZP-2020-001207,True,False,high,Use: X units/families
2020,ZP-2020-001134,True,True,medium,Both: Change of use + Erection of structure
2020,ZP-2020-001406,False,True,medium,Dimensional: Lot line relocation
2020,ZP-2020-000571,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-000391,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-001307,False,False,low,No clear pattern matched
2020,ZP-2020-000368,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-001853,True,False,high,Use: X units/families
2020,ZP-2020-001360,True,True,medium,Both: X dwelling units + Addition
2020,ZP-2020-001432,True,False,high,Use: Multifamily dwelling
2020,1048842,True,True,medium,Both: Multifamily household living + Parking spaces
2020,ZP-2020-000078,False,True,medium,Dimensional: Parking spaces
2020,ZP-2020-001295,True,False,high,Use: Multifamily dwelling
2020,1053171,True,False,high,Use: Three-family dwelling
2020,ZP-2020-001327,True,True,medium,Both: Multifamily household living + Parking spaces
2020,ZP-2020-001224,True,True,medium,Both: Multifamily household living + Erection of structure
2020,1043956,False,True,medium,Dimensional: Accessory parking
2020,ZP-2020-000727,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-000977,True,True,medium,Both: X units/families + Erection of structure
2020,ZP-2020-001798,True,False,high,Use: Change of use
2020,1048972,True,True,medium,Both: Multifamily household living + Parking spaces
2020,ZP-2020-001311,False,False,unknown,No text available
2020,ZP-2020-002082,True,False,high,Use: X dwelling units
2020,ZP-2020-000872,False,False,low,No clear pattern matched
2020,ZP-2020-001394,False,False,unknown,No text available
2020,ZP-2020-001416,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,ZP-2020-001597,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-001598,False,False,unknown,No text available
2020,ZP-2020-001879,False,False,low,No clear pattern matched
2020,ZP-2020-001377,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-001371,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-001375,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,ZP-2020-000191,True,False,high,Use: Change of use
2020,1044793,True,True,medium,Both: Multifamily household living + Erection of structure
2020,1056338,False,False,low,No clear pattern matched
2020,ZP-2020-001285,True,False,high,Use: Multifamily dwelling
2020,HA-2020-000591,False,False,low,No clear pattern matched
2020,HA-2020-000592,False,False,low,No clear pattern matched
2020,ZP-2020-000693,True,False,high,Use: Restaurant use
2020,ZP-2020-000904,False,False,unknown,No text available
2020,ZP-2020-001510,True,False,high,Use: X dwelling units
2020,ZP-2020-001983,False,False,low,No clear pattern matched
2020,ZP-2020-001678,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-001181,False,False,low,No clear pattern matched
2020,ZP-2020-000559,False,True,medium,Dimensional: Setback
2020,ZP-2020-002108,True,False,high,Use: X dwelling units
2020,HA-2020-000667,False,False,low,No clear pattern matched
2020,ZP-2020-000791,False,False,unknown,No text available
2020,ZP-2020-002105,True,False,high,Use: Multifamily household living
2020,ZP-2020-001104,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001102,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001876,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-000467,False,False,low,No clear pattern matched
2020,ZP-2020-001911,True,False,high,Use: Office use
2020,1056783,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001248,True,True,medium,Both: Multifamily dwelling + New construction
2020,HA-2020-000777,True,True,medium,Both: X units/families + Lot line relocation
2020,ZP-2020-001189,False,False,unknown,No text available
2020,ZP-2020-001194,False,False,unknown,No text available
2020,ZP-2020-002006,True,True,medium,Both: Office use + Parking spaces
2020,ZP-2020-001431,False,True,medium,Dimensional: Lot line relocation
2020,1051747,True,True,medium,Both: X dwelling units + Erection of structure
2020,ZP-2020-000850,True,False,high,Use: Two-family dwelling
2020,ZP-2020-000849,True,True,medium,Both: For use as X-family household living + Erection of structure
2020,1025998,False,False,low,No clear pattern matched
2020,1053234,True,True,medium,Both: X units/families + Erection of structure
2020,ZP-2020-000738,False,False,unknown,No text available
2020,ZP-2020-000669,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-001330,False,False,unknown,No text available
2020,HA-2020-000895,True,False,high,Use: X units/families
2020,ZP-2020-001399,True,True,medium,Both: X dwelling units + Parking spaces
2020,ZP-2020-002053,True,True,medium,Both: Multifamily household living + Lot area
2020,ZP-2020-001205,False,False,unknown,No text available
2020,HA-2020-000939,True,True,medium,Both: Multifamily household living + Erection of structure
2020,ZP-2020-003200,True,False,high,Use: X dwelling units
2020,ZP-2020-003039,True,False,high,Use: X dwelling units
2020,ZP-2020-001860,True,True,medium,Both: For use as household living + Roof deck
2020,ZP-2020-002234,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-001306,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-002449,False,False,low,No clear pattern matched
2020,ZP-2020-002058,True,True,medium,Both: For use as household living + Erection of structure
2020,1051983,False,False,unknown,No text available
2020,1057389,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-001855,False,False,low,No clear pattern matched
2020,ZP-2020-003214,True,False,high,Use: X units/families
2020,ZP-2020-002719,False,True,medium,Dimensional: Lot line
2020,ZP-2020-002881,True,False,high,Use: X units/families
2020,ZP-2020-001768,False,True,medium,Dimensional: Erection of structure
2020,HA-2020-001101,False,False,low,No clear pattern matched
2020,HA-2020-001102,False,False,low,No clear pattern matched
2020,HA-2020-001105,False,False,low,No clear pattern matched
2020,HA-2020-001106,False,False,low,No clear pattern matched
2020,HA-2020-001107,False,False,low,No clear pattern matched
2020,1049972,True,True,medium,Both: For use as household living + New construction
2020,1049967,True,True,medium,Both: For use as household living + New construction
2020,1055723,False,True,medium,Dimensional: Addition
2020,1056762,True,False,high,Use: Multifamily dwelling
2020,ZP-2020-003532,True,False,high,Use: X units/families
2020,ZP-2020-003717,True,False,high,Use: Multifamily household living
2020,ZP-2020-001262,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-002239,False,True,medium,Dimensional: Lot line
2020,1006497,True,True,medium,Both: Multifamily dwelling + New construction
2020,1056062,False,False,low,No clear pattern matched
2020,HA-2020-001159,False,False,low,No clear pattern matched
2020,1033101,True,True,medium,Both: For use as X-family household living + Roof deck
2020,ZP-2020-001604,True,True,medium,Both: For use as dwelling + Roof deck
2020,ZP-2020-002408,False,False,low,No clear pattern matched
2020,ZP-2020-003800,True,False,high,Use: X units/families
2020,ZP-2020-003088,False,True,medium,Dimensional: Addition
2020,ZP-2020-001388,False,True,medium,Dimensional: Roof deck
2020,HA-2020-001194,False,False,low,No clear pattern matched
2020,ZP-2020-003024,True,False,high,Use: Multifamily household living
2020,ZP-2020-002042,True,False,high,Use: For use as dwelling
2020,HA-2020-001223,False,False,low,No clear pattern matched
2020,ZP-2020-003932,True,False,high,Use: Multifamily household living
2020,HA-2020-001229,False,False,low,No clear pattern matched
2020,1055882,False,True,medium,Dimensional: Erection of structure
2020,1057518,False,False,low,No clear pattern matched
2020,HA-2020-001231,False,False,low,No clear pattern matched
2020,HA-2020-001232,False,False,low,No clear pattern matched
2020,ZP-2020-000554,True,True,medium,Both: Change of use + X stories
2020,ZP-2020-000575,True,True,medium,Both: X dwelling units + Erection of structure
2020,HA-2020-001233,False,False,low,No clear pattern matched
2020,1057178,False,False,low,No clear pattern matched
2020,HA-2020-001234,False,False,low,No clear pattern matched
2020,HA-2020-001235,False,False,low,No clear pattern matched
2020,1046227,True,True,medium,Both: Multifamily household living + Addition
2020,ZP-2020-001663,False,False,low,No clear pattern matched
2020,ZP-2020-002954,False,False,low,No clear pattern matched
2020,ZP-2020-001448,False,False,low,No clear pattern matched
2020,HA-2020-001244,False,False,low,No clear pattern matched
2020,ZP-2020-002615,False,False,low,No clear pattern matched
2020,ZP-2020-003297,True,False,high,Use: Multifamily household living
2020,ZP-2020-001596,False,True,medium,Dimensional: X stories
2020,ZP-2020-002802,False,False,low,No clear pattern matched
2020,ZP-2020-002431,True,True,medium,Both: For use as household living + Erection of structure
2020,ZP-2020-003474,False,True,medium,Dimensional: Lot line
2020,1050080,False,False,low,No clear pattern matched
2020,HA-2020-001265,False,False,low,No clear pattern matched
2020,1039898,False,False,low,No clear pattern matched
2020,1048243,True,True,medium,Both: For use as household living + Erection of structure
2020,1040796,True,True,medium,Both: For use as household living + Erection of structure
2020,1053169,True,False,high,Use: X units/families
2020,HA-2020-001288,False,False,low,No clear pattern matched
2020,ZP-2020-001252,True,True,medium,Both: Restaurant use + Addition
2020,HA-2020-001293,True,True,medium,Both: Restaurant use + Addition
2020,HA-2020-001294,False,True,medium,Dimensional: New construction
2020,HA-2020-001296,False,False,low,No clear pattern matched
2020,HA-2020-001297,False,False,low,No clear pattern matched
2020,ZP-2020-002180,True,False,high,Use: Multifamily household living
2020,ZP-2020-002182,True,False,high,Use: Multifamily household living
2020,1055801,False,False,low,No clear pattern matched
2020,ZP-2020-002809,False,False,low,No clear pattern matched
2020,ZP-2020-002192,False,True,medium,Dimensional: Erection of structure
2020,1055898,False,True,medium,Dimensional: Erection of structure
2020,ZP-2020-001064,False,True,medium,Dimensional: Parking spaces
2020,ZP-2020-002428,True,True,medium,Both: X units/families + New construction
2020,ZP-2020-002576,True,True,medium,Both: For use as household living + Erection of structure
2020,HA-2020-001364,False,False,low,No clear pattern matched
2020,1056818,False,False,low,No clear pattern matched
2020,1056735,True,True,medium,Both: X units/families + Parking spaces
2020,1057498,False,False,low,No clear pattern matched
