appeal_number,year,is_multifamily,violations
ZP-2025-012689,2026,False,Unclassified
ZP-2025-012107,2026,True,Height; Accessory Structure
ZP-2025-012719,2026,True,Unclassified
ZP-2025-008480,2026,True,Parking; Accessory Structure
ZP-2025-012673,2026,False,Signage
ZP-2025-012542,2026,False,Unclassified
ZP-2025-011940,2026,False,Unclassified
ZP-2025-012663,2026,True,Unclassified
ZP-2025-012662,2026,True,Unclassified
ZP-2025-011844,2026,True,Unclassified
ZP-2025-010843,2026,False,Height
ZP-2025-009618,2026,True,Unclassified
ZP-2025-009626,2026,True,Parking; Accessory Structure
ZP-2025-012553,2026,False,Signage
ZP-2025-010715,2026,True,Unclassified
ZP-2025-009716,2025,True,Parking; Accessory Structure
ZP-2025-011124,2025,False,Setback
ZP-2025-011058,2025,False,Unclassified
ZP-2025-009837,2025,False,Unclassified
ZP-2025-011503,2025,False,Signage
ZP-2025-011749,2025,True,Unclassified
ZP-2025-011596,2025,False,Accessory Structure
ZP-2025-011754,2025,False,Unclassified
ZP-2025-012530,2025,False,Unclassified
ZP-2025-012578,2025,False,Unclassified
ZP-2025-012397,2025,False,Unclassified
ZP-2025-011767,2025,False,Unclassified
ZP-2025-011510,2025,False,Unclassified
ZP-2025-009287,2025,True,Parking; Height
ZP-2025-011769,2025,True,Unclassified
ZP-2025-011768,2025,True,Unclassified
ZP-2025-011249,2025,False,Signage
ZP-2025-010665,2025,False,Signage
ZP-2025-011171,2025,True,Unclassified
ZP-2025-010675,2025,True,Unclassified
ZP-2025-010019,2025,False,Parking; Accessory Structure
ZP-2025-007949,2025,False,Accessory Structure
ZP-2025-010862,2025,False,Height
ZP-2025-003029,2025,False,Height; Accessory Structure
ZP-2025-010892,2025,False,Unclassified
ZP-2025-011020,2025,True,Unclassified
ZP-2025-011468,2025,True,Unclassified
ZP-2025-011677,2025,False,Unclassified
ZP-2025-010020,2025,False,Parking; Accessory Structure
ZP-2025-005465,2025,False,Parking; Accessory Structure
ZP-2025-010244,2025,True,Accessory Structure
ZP-2025-008111,2025,False,Parking; Accessory Structure
ZP-2025-008110,2025,False,Parking; Accessory Structure
ZP-2025-008107,2025,False,Parking; Height; Accessory Structure
ZP-2025-011931,2025,False,Signage
ZP-2025-010487,2025,False,Parking; Accessory Structure
ZP-2025-011888,2025,True,Height
ZP-2025-006232,2025,False,Parking; Accessory Structure
ZP-2025-009400,2025,False,Signage
ZP-2025-008650,2025,False,Height; Accessory Structure; Signage
ZP-2025-007378,2025,True,Parking; Accessory Structure
ZP-2025-010745,2025,False,Parking; Height; Accessory Structure
ZP-2025-010603,2025,False,Signage
ZP-2025-011936,2025,False,Unclassified
ZP-2025-009683,2025,False,Accessory Structure
ZP-2025-011725,2025,False,Unclassified
ZP-2025-002893,2025,False,Accessory Structure; Signage
ZP-2025-010779,2025,True,Accessory Structure
ZP-2025-011682,2025,False,Signage
ZP-2025-011623,2025,False,Parking; Height
ZP-2025-011153,2025,True,Height
ZP-2025-011426,2025,False,Unclassified
ZP-2025-006404,2025,False,Parking; Accessory Structure
ZP-2025-011431,2025,False,Unclassified
ZP-2025-010810,2025,True,Height; Loading / Service
ZP-2025-011379,2025,False,Unclassified
ZP-2025-010876,2025,True,Unclassified
ZP-2025-007045,2025,False,Height
ZP-2025-010815,2025,False,Unclassified
ZP-2025-010053,2025,False,Height; Loading / Service
ZP-2025-010782,2025,False,Unclassified
ZP-2025-010341,2025,False,Height
ZP-2025-011207,2025,False,Signage
ZP-2025-010429,2025,True,Unclassified
ZP-2025-010875,2025,False,Accessory Structure
ZP-2025-011440,2025,True,Unclassified
ZP-2025-010054,2025,False,Height; Signage
ZP-2025-010409,2025,False,Unclassified
ZP-2025-003503,2025,True,Parking; Accessory Structure
ZP-2025-009836,2025,False,Accessory Structure; Signage
ZP-2025-010539,2025,False,Unclassified
ZP-2025-011126,2025,False,Unclassified
ZP-2025-010348,2025,False,Unclassified
ZP-2025-009167,2025,False,Unclassified
ZP-2025-009867,2025,False,Parking; Accessory Structure; Signage
ZP-2025-011119,2025,True,Unclassified
ZP-2025-009545,2025,False,Parking; Accessory Structure
ZP-2025-009473,2025,False,Unclassified
ZP-2025-010392,2025,False,Parking; Accessory Structure; Loading / Service
ZP-2025-010407,2025,False,Unclassified
ZP-2025-005498,2025,True,Parking; Accessory Structure
ZP-2025-011434,2025,False,Height
ZP-2025-009868,2025,False,Unclassified
ZP-2025-009049,2025,False,Unclassified
ZP-2025-009641,2025,False,Unclassified
ZP-2025-011082,2025,False,Unclassified
ZP-2025-009911,2025,False,Signage
ZP-2025-010425,2025,False,Unclassified
ZP-2025-010466,2025,False,Unclassified
ZP-2025-003990,2025,True,Parking; Height; Accessory Structure; Loading / Service
ZP-2025-007379,2025,False,Unclassified
ZP-2025-009504,2025,False,Unclassified
ZP-2025-010014,2025,False,Accessory Structure; Signage
ZP-2025-005445,2025,False,Height; Accessory Structure
ZP-2025-008732,2025,False,Unclassified
HA-2025-004521,2025,False,Unclassified
ZP-2025-009236,2025,False,Height
ZP-2025-009776,2025,False,Unclassified
ZP-2025-009587,2025,False,Unclassified
ZP-2025-010314,2025,False,Signage
ZP-2025-011121,2025,False,Unclassified
ZP-2025-010645,2025,False,Signage
ZP-2025-009588,2025,False,Height
ZP-2025-009031,2025,True,Unclassified
ZP-2025-008872,2025,True,Parking; Height; Accessory Structure
ZP-2025-010288,2025,True,Unclassified
ZP-2025-008342,2025,False,Unclassified
ZP-2025-010722,2025,True,Parking
ZP-2025-010606,2025,False,Unclassified
ZP-2025-009831,2025,False,Unclassified
ZP-2025-009025,2025,False,Signage
ZP-2025-006454,2025,False,Parking; Accessory Structure
ZP-2025-009496,2025,False,Unclassified
ZP-2025-004062,2025,False,Signage
ZP-2025-008014,2025,False,Parking
ZP-2025-010158,2025,False,Parking; Height; Accessory Structure
ZP-2025-010849,2025,False,Unclassified
ZP-2025-010089,2025,False,Unclassified
ZP-2025-008776,2025,False,Signage
ZP-2025-008054,2025,False,Signage
ZP-2025-010674,2025,True,Height; Loading / Service
ZP-2025-010504,2025,False,Signage
ZP-2025-009221,2025,False,Unclassified
ZP-2025-010590,2025,False,Height
ZP-2025-010449,2025,False,Accessory Structure
ZP-2025-010633,2025,True,Unclassified
ZP-2025-009328,2025,True,Unclassified
ZP-2025-009348,2025,False,Unclassified
ZP-2025-010333,2025,False,Unclassified
ZP-2025-005142,2025,True,Height; Accessory Structure
ZP-2025-008475,2025,True,Signage
HA-2025-004377,2025,False,Unclassified
HA-2025-004374,2025,False,Unclassified
ZP-2025-008869,2025,False,Unclassified
ZP-2025-008293,2025,True,Accessory Structure
ZP-2025-010077,2025,False,Loading / Service
ZP-2025-010128,2025,True,Unclassified
ZP-2025-010021,2025,False,Accessory Structure; Signage
ZP-2025-008575,2025,False,Parking; Accessory Structure
ZP-2025-009647,2025,False,Unclassified
ZP-2025-009214,2025,False,Unclassified
ZP-2025-009331,2025,False,Signage
ZP-2025-009099,2025,True,Parking; Height; Accessory Structure
ZP-2025-010207,2025,False,Unclassified
ZP-2025-009920,2025,False,Unclassified
ZP-2025-006144,2025,False,Unclassified
ZP-2025-009676,2025,False,Accessory Structure
ZP-2025-009043,2025,True,Accessory Structure
ZP-2025-005998,2025,True,Accessory Structure
ZP-2025-007022,2025,False,Unclassified
ZP-2025-008882,2025,False,Unclassified
ZP-2025-009271,2025,False,Parking; Height; Accessory Structure
ZP-2025-010015,2025,True,Unclassified
ZP-2025-008715,2025,False,Parking
ZP-2025-007135,2025,False,Height
ZP-2025-008936,2025,False,Unclassified
ZP-2025-010018,2025,False,Signage
ZP-2025-006772,2025,True,Unclassified
ZP-2025-009373,2025,False,Accessory Structure
ZP-2025-010149,2025,False,Height
ZP-2025-009552,2025,False,Signage
ZP-2025-009143,2025,False,Unclassified
ZP-2025-009872,2025,False,Signage
ZP-2025-008820,2025,False,Signage
HA-2025-004128,2025,False,Unclassified
HA-2025-004127,2025,True,Parking; Height; Accessory Structure
ZP-2025-009322,2025,True,Unclassified
ZP-2025-007174,2025,True,Height
ZP-2025-009041,2025,False,Unclassified
ZP-2025-009644,2025,False,Signage
ZP-2025-008977,2025,True,Parking; Height; Accessory Structure
ZP-2025-009578,2025,False,Unclassified
ZP-2025-009452,2025,False,Unclassified
ZP-2025-009450,2025,True,Unclassified
ZP-2025-007449,2025,True,Parking; Setback; Height; Accessory Structure
ZP-2025-008135,2025,False,Unclassified
ZP-2025-009210,2025,False,Unclassified
ZP-2025-009997,2025,True,Unclassified
ZP-2025-009918,2025,False,Unclassified
ZP-2025-009530,2025,True,Unclassified
ZP-2025-009276,2025,False,Signage
ZP-2025-005075,2025,False,Parking; Height
ZP-2025-009272,2025,True,Unclassified
ZP-2025-006042,2025,True,Accessory Structure; Signage
ZP-2025-008738,2025,False,Unclassified
ZP-2025-008606,2025,False,Unclassified
ZP-2025-008928,2025,False,Height; Accessory Structure; Loading / Service
ZP-2025-003872,2025,False,Parking; Height; Accessory Structure
ZP-2025-008363,2025,False,Unclassified
ZP-2025-008441,2025,True,Unclassified
ZP-2025-007193,2025,False,Signage
ZP-2025-007962,2025,False,Unclassified
ZP-2025-009559,2025,False,Unclassified
ZP-2025-008931,2025,False,Signage
ZP-2025-007430,2025,False,Parking; Setback; Accessory Structure
ZP-2025-009652,2025,False,Unclassified
ZP-2025-009022,2025,False,Height; Accessory Structure
ZP-2025-009069,2025,True,Unclassified
ZP-2025-004270,2025,True,Parking; Height; Accessory Structure
ZP-2025-007658,2025,False,Unclassified
ZP-2025-009259,2025,True,Unclassified
ZP-2025-008103,2025,True,Accessory Structure
ZP-2025-008031,2025,False,Height
ZP-2025-008566,2025,False,Unclassified
ZP-2025-008801,2025,False,Unclassified
ZP-2025-009139,2025,False,Unclassified
ZP-2025-009228,2025,True,Unclassified
ZP-2025-008863,2025,True,Unclassified
ZP-2025-007851,2025,False,Parking; Setback
ZP-2025-003280,2025,False,Parking; Accessory Structure
ZP-2025-008559,2025,False,Unclassified
ZP-2025-008689,2025,False,Unclassified
HA-2025-003865,2025,False,Unclassified
ZP-2025-009193,2025,False,Accessory Structure
ZP-2025-008696,2025,True,Signage
ZP-2025-009317,2025,False,Unclassified
ZP-2025-008897,2025,False,Unclassified
ZP-2025-009201,2025,True,Unclassified
ZP-2025-009312,2025,False,Unclassified
ZP-2025-009037,2025,True,Unclassified
ZP-2025-006836,2025,True,Parking; Accessory Structure
ZP-2025-008859,2025,False,Unclassified
ZP-2025-005306,2025,True,Parking; Height; Accessory Structure
ZP-2025-006526,2025,False,Unclassified
ZP-2025-006002,2025,True,Parking
ZP-2025-007608,2025,True,Accessory Structure
ZP-2025-007878,2025,False,Signage
ZP-2025-002931,2025,False,Parking; Accessory Structure
ZP-2025-008944,2025,False,Signage
ZP-2025-008070,2025,True,Unclassified
ZP-2025-007918,2025,True,Parking; Accessory Structure
ZP-2025-006639,2025,False,Height
ZP-2024-004395,2025,False,Parking; Height; Accessory Structure
ZP-2025-008365,2025,True,Accessory Structure
ZP-2025-007446,2025,False,Height; Loading / Service
ZP-2025-007206,2025,False,Unclassified
ZP-2025-007546,2025,False,Signage
ZP-2025-009044,2025,True,Height
ZP-2025-009178,2025,True,Unclassified
HA-2025-003738,2025,False,Unclassified
ZP-2025-008885,2025,False,Unclassified
ZP-2025-007663,2025,False,Parking; Setback; Accessory Structure
ZP-2025-009075,2025,False,Accessory Structure
ZP-2025-007375,2025,False,Unclassified
ZP-2025-003940,2025,False,Accessory Structure
ZP-2025-008051,2025,True,Height
ZP-2025-007119,2025,True,Accessory Structure
ZP-2025-005330,2025,False,Parking; Height; Accessory Structure
ZP-2025-005329,2025,False,Parking; Height; Accessory Structure
ZP-2025-006943,2025,False,Unclassified
ZP-2025-008196,2025,False,Unclassified
ZP-2025-003256,2025,False,Accessory Structure
HA-2025-003652,2025,False,Unclassified
ZP-2025-008879,2025,True,Unclassified
ZP-2025-008769,2025,True,Unclassified
ZP-2025-008440,2025,True,Unclassified
ZP-2025-007124,2025,True,Parking; Height; Accessory Structure
ZP-2025-008963,2025,False,Unclassified
ZP-2025-006611,2025,False,Accessory Structure
ZP-2025-008038,2025,True,Unclassified
ZP-2025-006626,2025,True,Accessory Structure
ZP-2025-007980,2025,False,Unclassified
ZP-2025-007963,2025,True,Unclassified
ZP-2025-007933,2025,False,Loading / Service
ZP-2025-007780,2025,True,Height; Accessory Structure
ZP-2025-006959,2025,False,Height
ZP-2025-008643,2025,False,Unclassified
ZP-2025-008873,2025,False,Signage
ZP-2025-005432,2025,False,Parking; Height; Accessory Structure
ZP-2025-007202,2025,False,Signage
ZP-2025-008514,2025,False,Signage
ZP-2025-007255,2025,False,Unclassified
ZP-2025-005152,2025,False,Parking; Accessory Structure
ZP-2025-005995,2025,True,Accessory Structure
ZP-2025-007113,2025,True,Unclassified
ZP-2025-007856,2025,False,Unclassified
ZP-2025-006845,2025,False,Signage
ZP-2025-008692,2025,False,Unclassified
ZP-2025-004490,2025,False,Unclassified
ZP-2025-007001,2025,True,Unclassified
ZP-2025-008287,2025,False,Unclassified
ZP-2025-007013,2025,False,Accessory Structure; Signage
HA-2025-003435,2025,False,Unclassified
HA-2025-003431,2025,False,Unclassified
ZP-2025-006576,2025,True,Parking; Setback; Accessory Structure
ZP-2025-007680,2025,False,Unclassified
ZP-2025-008060,2025,False,Signage
ZP-2025-007760,2025,True,Unclassified
HA-2025-003386,2025,False,Unclassified
ZP-2025-002642,2025,False,Accessory Structure; Signage
ZP-2025-007981,2025,False,Unclassified
ZP-2025-006554,2025,True,Accessory Structure
ZP-2024-007007,2025,False,Height
ZP-2025-007348,2025,False,Unclassified
ZP-2025-006736,2025,False,Unclassified
ZP-2025-007677,2025,True,Height; Accessory Structure
ZP-2025-006941,2025,False,Unclassified
ZP-2025-004184,2025,True,Parking; Height; Accessory Structure
ZP-2025-007209,2025,False,Unclassified
ZP-2025-007759,2025,False,Unclassified
ZP-2025-006485,2025,True,Unclassified
ZP-2025-006440,2025,True,Unclassified
ZP-2025-007551,2025,False,Unclassified
ZP-2025-007044,2025,False,Unclassified
ZP-2025-007534,2025,False,Unclassified
ZP-2025-008515,2025,False,Unclassified
ZP-2025-008013,2025,False,Signage
ZP-2025-006556,2025,True,Unclassified
ZP-2025-007785,2025,True,Unclassified
ZP-2025-001444,2025,False,Parking
ZP-2025-006762,2025,True,Height
ZP-2025-006947,2025,False,Unclassified
ZP-2025-007602,2025,False,Height
ZP-2025-006693,2025,False,Signage
ZP-2025-006152,2025,False,Unclassified
ZP-2025-006557,2025,False,Parking
ZP-2025-008005,2025,False,Signage; Loading / Service
ZP-2025-006767,2025,False,Parking; Accessory Structure
ZP-2025-003969,2025,False,Accessory Structure; Signage
ZP-2025-006238,2025,False,Unclassified
ZP-2025-004281,2025,False,Accessory Structure
ZP-2025-006274,2025,True,Parking; Accessory Structure
ZP-2025-006938,2025,True,Height
ZP-2025-006171,2025,True,Accessory Structure
ZP-2025-004917,2025,True,Height
ZP-2025-006036,2025,False,Parking; Accessory Structure; Loading / Service
ZP-2025-007498,2025,False,Unclassified
ZP-2025-007552,2025,False,Unclassified
ZP-2025-006699,2025,False,Signage
ZP-2025-006808,2025,False,Unclassified
ZP-2025-007729,2025,False,Unclassified
HA-2025-003175,2025,False,Unclassified
ZP-2025-007408,2025,False,Unclassified
HA-2025-003170,2025,False,Unclassified
ZP-2025-005531,2025,True,Parking; Height; Accessory Structure; Signage
ZP-2025-007019,2025,True,Unclassified
ZP-2025-007643,2025,True,Parking; Height; Accessory Structure
ZP-2025-006231,2025,False,Accessory Structure; Signage
ZP-2025-006100,2025,True,Accessory Structure
ZP-2025-004729,2025,True,Parking; Height; Accessory Structure
ZP-2025-004755,2025,True,Parking; Height; Accessory Structure
ZP-2025-007796,2025,False,Unclassified
ZP-2025-006303,2025,False,Height; Accessory Structure
ZP-2025-007442,2025,False,Unclassified
ZP-2025-007265,2025,True,Accessory Structure
ZP-2025-006874,2025,True,Unclassified
ZP-2025-006583,2025,False,Unclassified
ZP-2025-006237,2025,True,Parking; Accessory Structure
ZP-2025-007221,2025,False,Signage
ZP-2025-005830,2025,False,Accessory Structure; Signage
ZP-2025-007086,2025,False,Signage
ZP-2025-000224,2025,False,Height; Accessory Structure
ZP-2025-006547,2025,False,Accessory Structure
ZP-2025-007077,2025,True,Unclassified
ZP-2025-005584,2025,True,Height
ZP-2025-004532,2025,True,Parking; Accessory Structure
ZP-2025-005890,2025,True,Parking; Height
ZP-2025-007140,2025,False,Parking; Accessory Structure
ZP-2025-006572,2025,False,Unclassified
ZP-2025-006413,2025,False,Unclassified
ZP-2025-007427,2025,True,Accessory Structure
ZP-2025-005006,2025,False,Height; Accessory Structure; Signage
ZP-2025-004282,2025,False,Accessory Structure
HA-2025-002960,2025,True,Height; Accessory Structure
HA-2025-002955,2025,False,Parking; Height; Accessory Structure
ZP-2025-005795,2025,True,Unclassified
ZP-2025-006793,2025,False,Unclassified
ZP-2025-006391,2025,False,Unclassified
ZP-2025-006174,2025,False,Unclassified
ZP-2025-006833,2025,False,Height
ZP-2024-007446,2025,False,Parking; Accessory Structure
ZP-2025-006532,2025,False,Height; Signage; Loading / Service
ZP-2025-006172,2025,False,Signage
ZP-2025-006604,2025,False,Accessory Structure; Signage
ZP-2025-005742,2025,False,Unclassified
ZP-2025-005625,2025,False,Unclassified
ZP-2025-006682,2025,False,Parking; Accessory Structure
ZP-2025-007420,2025,False,Unclassified
ZP-2025-005702,2025,True,Accessory Structure; Signage
ZP-2025-007187,2025,False,Parking; Accessory Structure
ZP-2025-006030,2025,False,Unclassified
HA-2025-002849,2025,True,Unclassified
HA-2025-002848,2025,False,Unclassified
HA-2025-002847,2025,False,Unclassified
ZP-2025-006594,2025,False,Loading / Service
ZP-2025-006155,2025,False,Unclassified
ZP-2025-006787,2025,False,Height
ZP-2025-006450,2025,False,Unclassified
ZP-2025-004619,2025,False,Parking; Accessory Structure
ZP-2025-004618,2025,False,Parking; Accessory Structure
ZP-2025-003204,2025,True,Signage
HA-2025-002818,2025,True,Parking; Accessory Structure; Loading / Service
ZP-2025-000360,2025,False,Parking; Accessory Structure
ZP-2025-006190,2025,True,Unclassified
HA-2025-002794,2025,False,Unclassified
ZP-2024-010618,2025,False,Parking; Accessory Structure
ZP-2025-004215,2025,True,Unclassified
ZP-2025-005767,2025,False,Signage
ZP-2025-004950,2025,True,Unclassified
ZP-2025-005364,2025,True,Parking
ZP-2025-006688,2025,False,Unclassified
ZP-2025-005607,2025,True,Accessory Structure
ZP-2025-005134,2025,True,Height; Accessory Structure
ZP-2025-005230,2025,True,Height
ZP-2025-005181,2025,False,Unclassified
ZP-2025-004216,2025,True,Accessory Structure
ZP-2025-001450,2025,False,Parking; Accessory Structure
ZP-2025-005875,2025,True,Unclassified
ZP-2025-005940,2025,False,Unclassified
ZP-2025-005081,2025,False,Signage
ZP-2025-004275,2025,False,Unclassified
ZP-2025-006023,2025,False,Unclassified
ZP-2025-003362,2025,True,Unclassified
ZP-2025-006920,2025,False,Unclassified
ZP-2025-005361,2025,True,Parking; Accessory Structure
ZP-2025-005366,2025,True,Parking
ZP-2025-003447,2025,False,Parking; Height; Accessory Structure
ZP-2025-005064,2025,False,Unclassified
ZP-2025-003949,2025,True,Accessory Structure
ZP-2025-004639,2025,True,Accessory Structure
HA-2025-002660,2025,True,Parking; Accessory Structure
ZP-2025-004804,2025,True,Parking; Accessory Structure
ZP-2025-005159,2025,False,Parking; Accessory Structure
ZP-2025-005798,2025,False,Unclassified
ZP-2025-005606,2025,True,Height
ZP-2025-005140,2025,False,Height; Accessory Structure
ZP-2025-006545,2025,False,Height
ZP-2025-005047,2025,False,Height; Accessory Structure
ZP-2025-005042,2025,False,Height; Accessory Structure
ZP-2025-005576,2025,True,Height
ZP-2025-004040,2025,False,Parking; Height; Accessory Structure
ZP-2025-006185,2025,False,Accessory Structure
ZP-2025-004217,2025,True,Accessory Structure
ZP-2025-005299,2025,False,Unclassified
ZP-2025-005549,2025,False,Signage
ZP-2025-005367,2025,True,Unclassified
ZP-2025-005721,2025,False,Unclassified
ZP-2025-006336,2025,False,Height; Signage
ZP-2025-005770,2025,False,Unclassified
HA-2025-002591,2025,True,Unclassified
ZP-2025-005374,2025,False,Unclassified
ZP-2025-005502,2025,False,Accessory Structure
ZP-2025-004124,2025,True,Accessory Structure
ZP-2025-006209,2025,True,Unclassified
ZP-2025-005729,2025,False,Signage
ZP-2025-006142,2025,True,Unclassified
ZP-2025-005562,2025,False,Height
ZP-2025-005811,2025,False,Accessory Structure
ZP-2025-004349,2025,False,Unclassified
ZP-2025-005869,2025,False,Signage
ZP-2025-003093,2025,False,Parking; Accessory Structure; Signage
ZP-2025-005827,2025,False,Parking; Setback; Accessory Structure
ZP-2025-005235,2025,False,Unclassified
ZP-2025-005067,2025,False,Unclassified
ZP-2025-001301,2025,True,Height
ZP-2025-005365,2025,True,Unclassified
ZP-2025-004845,2025,False,Signage
ZP-2025-004635,2025,True,Height; Loading / Service
ZP-2025-002625,2025,True,Parking; Accessory Structure
ZP-2024-012488,2025,False,Parking
ZP-2025-005094,2025,False,Unclassified
HA-2025-002505,2025,False,Signage
ZP-2025-004962,2025,False,Unclassified
ZP-2025-005031,2025,False,Parking; Accessory Structure
ZP-2025-005410,2025,True,Height
ZP-2025-004499,2025,False,Height
ZP-2025-000171,2025,True,Parking; Height; Accessory Structure
ZP-2025-003524,2025,False,Parking
ZP-2024-010970,2025,False,Unclassified
ZP-2025-005048,2025,False,Unclassified
ZP-2025-005530,2025,False,Signage
ZP-2025-004894,2025,False,Height; Signage
ZP-2025-003068,2025,False,Unclassified
ZP-2025-004495,2025,False,Unclassified
ZP-2025-004953,2025,False,Unclassified
ZP-2025-003064,2025,False,Accessory Structure; Signage
ZP-2025-003641,2025,False,Accessory Structure; Signage
ZP-2025-005936,2025,False,Signage
ZP-2025-004957,2025,False,Accessory Structure
ZP-2025-002821,2025,False,Unclassified
ZP-2025-003986,2025,False,Unclassified
ZP-2025-004692,2025,True,Parking; Setback; Height; Signage
ZP-2025-006004,2025,False,Unclassified
ZP-2025-005957,2025,False,Unclassified
ZP-2024-009136,2025,False,Height
ZP-2025-003894,2025,False,Signage
HA-2025-002395,2025,False,Unclassified
ZP-2025-005537,2025,False,Unclassified
ZP-2025-002703,2025,True,Parking; Height; Accessory Structure; Signage
ZP-2025-004900,2025,False,Unclassified
ZP-2025-003227,2025,False,Unclassified
ZP-2025-005581,2025,True,Height
ZP-2025-003729,2025,False,Unclassified
ZP-2025-004954,2025,False,Height; Signage
ZP-2025-005138,2025,False,Parking; Accessory Structure
ZP-2025-002827,2025,False,Unclassified
ZP-2025-004748,2025,True,Accessory Structure
ZP-2025-005506,2025,True,Height
ZP-2025-005288,2025,False,Unclassified
ZP-2025-004207,2025,True,Unclassified
ZP-2025-005876,2025,False,Signage
ZP-2025-004533,2025,True,Unclassified
ZP-2025-005763,2025,False,Unclassified
ZP-2025-004199,2025,False,Unclassified
ZP-2025-005769,2025,False,Unclassified
ZP-2025-004838,2025,True,Unclassified
ZP-2025-005642,2025,False,Unclassified
ZP-2025-005766,2025,False,Unclassified
HA-2025-002274,2025,False,Unclassified
ZP-2025-004835,2025,True,Height; Accessory Structure
ZP-2025-004434,2025,False,Unclassified
ZP-2025-003661,2025,False,Signage
ZP-2025-003663,2025,False,Unclassified
ZP-2025-003112,2025,False,Unclassified
ZP-2025-004340,2025,False,Unclassified
ZP-2024-010853,2025,False,Unclassified
ZP-2025-003499,2025,True,Parking; Height; Accessory Structure
ZP-2025-004477,2025,False,Accessory Structure
ZP-2025-003486,2025,False,Unclassified
ZP-2025-004807,2025,False,Unclassified
ZP-2025-005588,2025,False,Height; Accessory Structure
ZP-2025-004696,2025,False,Height
ZP-2025-003224,2025,False,Height; Accessory Structure; Signage
ZP-2025-004904,2025,False,Unclassified
ZP-2025-004895,2025,True,Unclassified
ZP-2025-004980,2025,False,Signage
ZP-2025-004262,2025,False,Unclassified
ZP-2025-004987,2025,False,Signage
HA-2025-002122,2025,False,Unclassified
ZP-2025-003770,2025,False,Height
ZP-2025-005297,2025,True,Parking; Height; Accessory Structure
ZP-2025-005096,2025,True,Height
ZP-2025-000567,2025,False,Unclassified
ZP-2025-004493,2025,False,Accessory Structure; Signage
ZP-2025-004584,2025,False,Unclassified
ZP-2025-003814,2025,True,Accessory Structure
ZP-2025-003899,2025,True,Parking; Height; Accessory Structure
ZP-2025-003730,2025,False,Parking; Height; Accessory Structure; Loading / Service
ZP-2025-001383,2025,False,Unclassified
ZP-2025-002946,2025,False,Unclassified
ZP-2025-004536,2025,False,Unclassified
ZP-2024-010394,2025,False,Parking; Accessory Structure
ZP-2025-002926,2025,True,Parking; Accessory Structure
ZP-2025-002843,2025,False,Unclassified
ZP-2025-003950,2025,False,Unclassified
ZP-2025-005200,2025,False,Unclassified
ZP-2025-005199,2025,False,Unclassified
ZP-2025-003228,2025,False,Unclassified
ZP-2025-002430,2025,False,Unclassified
ZP-2025-003170,2025,False,Height
ZP-2025-002246,2025,False,Parking; Accessory Structure
ZP-2025-004762,2025,False,Unclassified
HA-2025-002039,2025,False,Unclassified
ZP-2025-003651,2025,True,Unclassified
ZP-2024-012873,2025,False,Parking; Accessory Structure
ZP-2025-004139,2025,True,Parking; Height; Accessory Structure
ZP-2025-003973,2025,True,Height
ZP-2025-003919,2025,True,Height
ZP-2025-003152,2025,False,Unclassified
ZP-2025-002536,2025,True,Parking; Height; Accessory Structure
ZP-2025-002204,2025,False,Height; Signage
ZP-2025-003030,2025,True,Unclassified
ZP-2025-000814,2025,True,Accessory Structure
ZP-2025-003933,2025,True,Height; Accessory Structure
ZP-2025-000620,2025,False,Height; Accessory Structure
ZP-2025-003480,2025,False,Unclassified
ZP-2025-004309,2025,False,Unclassified
ZP-2025-004746,2025,False,Unclassified
ZP-2025-003577,2025,False,Signage
ZP-2025-003366,2025,False,Accessory Structure
ZP-2025-003422,2025,False,Height; Loading / Service
ZP-2025-004265,2025,False,Unclassified
ZP-2025-004803,2025,True,Height
ZP-2025-004811,2025,True,Parking; Height; Accessory Structure; Signage
ZP-2025-003378,2025,False,Unclassified
ZP-2025-002654,2025,False,Parking
ZP-2025-000708,2025,False,Height
ZP-2025-004132,2025,False,Unclassified
ZP-2024-012829,2025,False,Unclassified
ZP-2025-003640,2025,False,Unclassified
ZP-2025-004272,2025,False,Unclassified
ZP-2025-004664,2025,True,Height
ZP-2025-002307,2025,True,Accessory Structure
ZP-2025-004244,2025,False,Parking; Accessory Structure
ZP-2025-001008,2025,True,Unclassified
ZP-2025-001876,2025,True,Parking; Height; Accessory Structure
ZP-2025-002467,2025,False,Height; Accessory Structure; Signage
ZP-2025-003857,2025,False,Accessory Structure
ZP-2025-004097,2025,False,Unclassified
ZP-2025-001467,2025,False,Unclassified
ZP-2025-001473,2025,False,Unclassified
HA-2025-001765,2025,True,Unclassified
HA-2025-001763,2025,False,Unclassified
ZP-2025-001404,2025,False,Accessory Structure; Signage
ZP-2025-002151,2025,True,Unclassified
ZP-2025-002820,2025,False,Accessory Structure
ZP-2025-003298,2025,True,Parking; Height; Accessory Structure
ZP-2025-003393,2025,False,Unclassified
ZP-2025-002385,2025,False,Unclassified
ZP-2025-004185,2025,False,Setback
HA-2025-001711,2025,False,Unclassified
ZP-2025-002202,2025,True,Parking; Accessory Structure
ZP-2025-000616,2025,False,Unclassified
ZP-2025-002762,2025,True,Setback; Height; Accessory Structure
ZP-2025-003827,2025,True,Parking; Height; Accessory Structure; Signage
ZP-2025-004094,2025,True,Unclassified
ZP-2025-002695,2025,True,Unclassified
ZP-2025-003046,2025,False,Unclassified
ZP-2025-002393,2025,False,Unclassified
