appeal_number,year,is_multifamily,violations
35957,2018,False,Use Variance; Height
35951,2018,True,Use Variance; Accessory Structure
35950,2018,False,Use Variance; Height
35946,2018,True,Use Variance
35945,2018,False,Use Variance; Accessory Structure
35942,2018,True,Use Variance; Parking; Accessory Structure
35941,2018,True,Use Variance; Height; Accessory Structure
35940,2018,True,Height
35939,2018,True,Use Variance; Parking; Height; Accessory Structure
35938,2018,False,Loading / Service
35937,2018,True,Height
35936,2018,False,Use Variance; Height
35935,2018,False,Use Variance; Accessory Structure
35920,2018,True,Use Variance; Height; Loading / Service
35917,2018,False,Use Variance; Parking; Accessory Structure
35919,2018,False,Use Variance; Parking
35906,2018,True,Use Variance; Accessory Structure
35915,2018,False,Use Variance
35914,2018,True,Accessory Structure
35913,2018,False,Unclassified
35912,2018,False,Parking; Accessory Structure
35911,2018,True,Use Variance; Accessory Structure
35905,2018,True,Use Variance
35904,2018,True,Use Variance
35903,2018,False,Use Variance; Parking
35902,2018,True,Use Variance; Accessory Structure
35901,2018,True,Use Variance; Accessory Structure
35900,2018,False,Accessory Structure; Signage
35897,2018,False,Unclassified
35896,2018,False,Height
35895,2018,False,Use Variance; Accessory Structure
35894,2018,False,Use Variance; Accessory Structure; Signage
35893,2018,True,Use Variance
35892,2018,False,Accessory Structure
35891,2018,True,Use Variance
35890,2018,True,Use Variance; Accessory Structure
35889,2018,False,Use Variance; Parking; Height; Accessory Structure; Loading / Service
35888,2018,True,Use Variance; Accessory Structure
35887,2018,False,Parking; Accessory Structure
35886,2018,True,Use Variance; Height
35884,2018,False,Height; Accessory Structure
35883,2018,False,Height
35856,2018,False,Use Variance; Parking
35671,2018,False,Unclassified
35831,2018,False,Use Variance
35829,2018,False,Use Variance
35828,2018,False,Height
35823,2018,False,Accessory Structure
35822,2018,False,Height
35821,2018,False,Use Variance; Parking; Accessory Structure
35820,2018,False,Use Variance; Parking; Accessory Structure
35817,2018,False,Unclassified
35810,2018,False,Loading / Service
35809,2018,True,Use Variance
35808,2018,True,Height; Loading / Service
35807,2018,False,Use Variance; Loading / Service
35806,2018,True,Use Variance; Height; Accessory Structure
35804,2018,False,Height; Accessory Structure
35803,2018,True,Use Variance
35802,2018,True,Use Variance; Height; Accessory Structure
35801,2018,False,Unclassified
35798,2018,False,Use Variance; Height
35794,2018,False,Parking; Height; Accessory Structure
35789,2018,False,Accessory Structure; Signage
35788,2018,True,Use Variance; Height
35787,2018,True,Use Variance; Parking; Accessory Structure
35786,2018,True,Use Variance
35785,2018,True,Use Variance; Height; Loading / Service
35784,2018,False,Use Variance
35783,2018,True,Use Variance; Parking; Accessory Structure
35782,2018,False,Use Variance; Height
35781,2018,False,Unclassified
35780,2018,True,Use Variance; Accessory Structure
35779,2018,False,Parking; Height
35747,2018,False,Height
35746,2018,False,Use Variance; Accessory Structure; Signage
35745,2018,False,Use Variance; Height; Signage
35744,2018,True,Use Variance; Height
35743,2018,True,Use Variance
35742,2018,True,Use Variance
35741,2018,True,Use Variance; Accessory Structure
35740,2018,True,Use Variance; Parking; Height; Accessory Structure
35739,2018,False,Use Variance
35738,2018,False,Height; Accessory Structure
35737,2018,True,Use Variance; Accessory Structure
35736,2018,True,Use Variance; Parking; Accessory Structure
35735,2018,True,Height
35734,2018,True,Use Variance; Lot Size / Dimensions
35733,2018,False,Accessory Structure
35732,2018,True,Use Variance
35506,2018,True,Use Variance; Height; Accessory Structure
35694,2018,True,Use Variance
35693,2018,True,Use Variance; Accessory Structure
35688,2018,True,Use Variance; Parking; Height; Loading / Service
35687,2018,True,Use Variance; Parking; Accessory Structure
35686,2018,False,Use Variance; Parking; Accessory Structure
35684,2018,True,Use Variance; Height
35683,2018,True,Use Variance; Accessory Structure
35682,2018,True,Use Variance
35680,2018,True,Use Variance; Accessory Structure
35679,2018,True,Use Variance
35678,2018,True,Use Variance
35676,2018,True,Use Variance
35675,2018,False,Parking; Height
35673,2018,False,Height
35665,2018,False,Use Variance; Accessory Structure
35666,2018,True,Use Variance; Accessory Structure
35664,2018,True,Use Variance; Setback; Height; Accessory Structure
35663,2018,False,Height; Signage
35662,2018,True,Use Variance; Loading / Service
35661,2018,False,Height
35660,2018,True,Use Variance
35659,2018,True,Accessory Structure
35658,2018,True,Use Variance; Parking; Height; Accessory Structure
35652,2018,False,Use Variance; Parking; Accessory Structure
35647,2018,False,Use Variance; Parking; Height; Accessory Structure
35646,2018,False,Use Variance; Parking; Height; Accessory Structure
35645,2018,True,Parking; Setback; Height; Accessory Structure
35644,2018,False,Use Variance; Height
35637,2018,False,Use Variance
35636,2018,True,Use Variance; Height; Loading / Service
35634,2018,False,Use Variance; Accessory Structure
35633,2018,True,Use Variance; Parking; Height; Accessory Structure; Signage; Loading / Service
35632,2018,True,Use Variance; Height
35631,2018,True,Use Variance
35630,2018,False,Height
35629,2018,True,Use Variance; Parking; Accessory Structure
35628,2018,True,Height
35627,2018,True,Use Variance
35626,2018,False,Accessory Structure
35625,2018,False,Accessory Structure
35622,2018,True,Use Variance; Height
35621,2018,False,Unclassified
35619,2018,True,Use Variance
35618,2018,True,Use Variance
35617,2018,True,Use Variance
35616,2018,True,Use Variance
35615,2018,False,Use Variance; Height; Accessory Structure
35609,2018,False,Use Variance
35608,2018,False,Parking; Height; Accessory Structure
35607,2018,True,Accessory Structure
35606,2018,False,Use Variance; Height; Accessory Structure
35605,2018,True,Use Variance; Loading / Service
35604,2018,True,Use Variance; Height; Accessory Structure
35603,2018,False,Use Variance
35602,2018,True,Use Variance; Height; Signage
35601,2018,True,Accessory Structure
35600,2018,True,Use Variance; Accessory Structure
35599,2018,False,Use Variance; Parking; Accessory Structure
35598,2018,False,Height; Accessory Structure
35597,2018,False,Use Variance; Height
35596,2018,True,Use Variance; Height
35595,2018,False,Use Variance; Accessory Structure
35594,2018,False,Use Variance; Accessory Structure
35593,2018,True,Use Variance
35592,2018,True,Use Variance; Parking; Height
35591,2018,True,Use Variance; Accessory Structure; Loading / Service
35590,2018,True,Use Variance; Accessory Structure; Loading / Service
35589,2018,True,Use Variance
35588,2018,True,Unclassified
35587,2018,True,Use Variance
35585,2018,True,Height
35584,2018,False,Use Variance; Parking; Accessory Structure
35583,2018,True,Use Variance; Accessory Structure
35582,2018,False,Use Variance
35581,2018,False,Use Variance
35580,2018,False,Use Variance
35579,2018,False,Use Variance
35578,2018,True,Use Variance; Accessory Structure
35577,2018,False,Use Variance; Height; Accessory Structure
35575,2018,True,Use Variance; Parking; Height; Accessory Structure
35574,2018,False,Height; Signage
35573,2018,True,Use Variance; Parking; Accessory Structure
35572,2018,True,Accessory Structure
35570,2018,False,Unclassified
35569,2018,False,Unclassified
35563,2018,True,Parking; Height; Accessory Structure
35562,2018,False,Use Variance; Parking; Accessory Structure
35561,2018,False,Unclassified
35539,2018,False,Height
35538,2018,False,Use Variance; Parking; Accessory Structure; Loading / Service
35500,2018,True,Use Variance; Parking; Height; Accessory Structure
35524,2018,False,Use Variance
35522,2018,True,Use Variance
35521,2018,True,Use Variance; Accessory Structure
35520,2018,False,Accessory Structure
35519,2018,True,Use Variance
35518,2018,False,Use Variance; Height
35517,2018,True,Use Variance
35516,2018,True,Use Variance; Height
35510,2018,False,Parking; Height; Accessory Structure; Signage
35515,2018,True,Height; Loading / Service
35505,2018,False,Height
35504,2018,False,Height
35499,2018,True,Use Variance
35497,2018,True,Use Variance; Height; Accessory Structure
35491,2018,False,Unclassified
35382,2018,False,Use Variance; Parking; Accessory Structure
35397,2018,False,Height; Accessory Structure
35396,2018,False,Use Variance; Height; Loading / Service
35395,2018,False,Unclassified
35394,2018,False,Use Variance; Height; Accessory Structure
35392,2018,True,Use Variance
35391,2018,False,Use Variance; Accessory Structure; Signage
35390,2018,True,Use Variance; Height; Accessory Structure
35389,2018,True,Use Variance; Height; Accessory Structure
35388,2018,True,Use Variance
35387,2018,True,Use Variance
35386,2018,True,Parking; Accessory Structure
35385,2018,True,Use Variance
35384,2018,False,Use Variance; Accessory Structure; Signage
35383,2018,False,Parking
35381,2018,False,Use Variance; Parking; Accessory Structure
35380,2018,True,Use Variance; Height; Accessory Structure
35375,2018,False,Use Variance; Height; Loading / Service
35374,2018,False,Unclassified
35373,2018,True,Use Variance; Parking; Height
35372,2018,True,Use Variance; Height
35371,2018,True,Use Variance; Parking
35086,2018,False,Height; Accessory Structure
35353,2018,True,Height; Accessory Structure
35352,2018,False,Use Variance; Parking; Accessory Structure
35351,2018,False,Use Variance; Parking; Accessory Structure
35348,2018,False,Use Variance; Height; Accessory Structure; Signage
35346,2018,True,Use Variance; Accessory Structure
35345,2018,False,Use Variance; Accessory Structure
35344,2018,False,Height; Accessory Structure
35343,2018,False,Parking; Accessory Structure
35342,2018,False,Use Variance; Height
35341,2018,False,Use Variance; Accessory Structure
35340,2018,True,Use Variance; Height
35339,2018,True,Use Variance; Height
35337,2018,False,Use Variance; Height
35336,2018,False,Parking; Height; Accessory Structure; Signage
35335,2018,False,Use Variance; Setback; Accessory Structure
35334,2018,True,Setback; Height; Accessory Structure
35333,2018,True,Use Variance; Height
35332,2018,False,Use Variance; Height; Accessory Structure
35329,2018,False,Use Variance; Height
35331,2018,False,Parking; Accessory Structure
35330,2018,False,Parking; Accessory Structure
35328,2018,True,Use Variance; Parking; Accessory Structure
35326,2018,True,Use Variance; Loading / Service
35325,2018,False,Use Variance; Height
35324,2018,False,Height; Accessory Structure
35323,2018,True,Use Variance
35322,2018,True,Use Variance; Height; Accessory Structure
35321,2018,True,Use Variance; Accessory Structure
35320,2018,False,Unclassified
35319,2018,False,Use Variance; Parking; Accessory Structure
35318,2018,True,Use Variance; Accessory Structure
35317,2018,False,Use Variance; Accessory Structure
35316,2018,True,Accessory Structure
35315,2018,True,Use Variance; Accessory Structure
35300,2018,False,Unclassified
35299,2018,True,Use Variance
35298,2018,False,Use Variance; Accessory Structure
35297,2018,True,Use Variance; Parking; Height; Accessory Structure
35294,2018,True,Use Variance; Height; Accessory Structure
35287,2018,False,Parking; Height; Accessory Structure; Signage
35286,2018,True,Use Variance; Parking; Height; Accessory Structure
35285,2018,True,Use Variance
35284,2018,False,Parking; Accessory Structure
35283,2018,True,Use Variance
35282,2018,False,Height
35278,2018,True,Unclassified
35276,2018,True,Use Variance
35275,2018,False,Parking; Accessory Structure
35274,2018,False,Use Variance; Height
35273,2018,True,Use Variance; Accessory Structure
35272,2018,True,Use Variance; Accessory Structure
35271,2018,True,Use Variance
35270,2018,True,Accessory Structure
35268,2018,False,Use Variance; Parking; Height; Accessory Structure
35267,2018,False,Use Variance; Parking; Height; Accessory Structure
35265,2018,False,Use Variance; Parking; Height; Accessory Structure
35264,2018,False,Use Variance; Parking; Height; Accessory Structure
35263,2018,False,Use Variance; Parking; Height; Accessory Structure
35262,2018,False,Use Variance; Parking; Height; Accessory Structure
35261,2018,False,Use Variance; Parking; Height; Accessory Structure
35259,2018,False,Use Variance; Parking; Height; Accessory Structure
35258,2018,False,Use Variance; Parking; Height; Accessory Structure
35256,2018,False,Use Variance; Parking; Height; Accessory Structure
35255,2018,False,Use Variance; Parking; Height; Accessory Structure
35253,2018,False,Use Variance; Parking; Height; Accessory Structure
35251,2018,False,Use Variance; Parking; Height; Accessory Structure
35250,2018,False,Use Variance; Parking; Height; Accessory Structure
35239,2018,True,Use Variance; Height
35237,2018,True,Use Variance; Parking; Height; Accessory Structure
35236,2018,False,Height; Accessory Structure
35235,2018,True,Height; Loading / Service
35234,2018,False,Unclassified
35233,2018,False,Height; Accessory Structure
35232,2018,True,Height
35230,2018,False,Height; Accessory Structure
35229,2018,False,Use Variance; Height
35228,2018,False,Use Variance; Height
35227,2018,False,Use Variance; Height
35226,2018,False,Use Variance; Height
35225,2018,True,Use Variance
35224,2018,False,Use Variance
35223,2018,False,Use Variance
35222,2018,True,Use Variance
35221,2018,True,Use Variance
35220,2018,False,Height; Accessory Structure
35219,2018,False,Parking; Accessory Structure; Signage; Loading / Service
35217,2018,False,Use Variance; Parking; Accessory Structure
35175,2018,True,Use Variance
35174,2018,True,Use Variance; Height; Loading / Service
35173,2018,True,Use Variance
35172,2018,False,Height; Accessory Structure; Signage
35171,2018,True,Use Variance
35170,2018,True,Use Variance; Height; Loading / Service
35167,2018,True,Use Variance
35169,2018,False,Use Variance; Accessory Structure
35168,2018,True,Use Variance; Height
35166,2018,True,Use Variance
35165,2018,False,Loading / Service
35164,2018,False,Height; Accessory Structure
35163,2018,False,Use Variance; Height; Accessory Structure
35162,2018,True,Use Variance
35161,2018,True,Unclassified
35160,2018,True,Use Variance; Height
35159,2018,False,Height; Accessory Structure
35158,2018,False,Use Variance; Accessory Structure; Signage
35157,2018,True,Use Variance; Height
35156,2018,False,Use Variance; Accessory Structure
35155,2018,False,Parking
35154,2018,False,Use Variance; Setback; Accessory Structure
35153,2018,True,Height; Accessory Structure
35152,2018,False,Use Variance; Parking; Accessory Structure
35151,2018,False,Height; Accessory Structure
35150,2018,False,Use Variance; Height
35149,2018,False,Use Variance; Height
35147,2018,False,Use Variance; Parking; Accessory Structure; Loading / Service
35146,2018,False,Use Variance; Accessory Structure
35145,2018,True,Use Variance
35144,2018,True,Use Variance; Parking
35143,2018,True,Use Variance
35142,2018,False,Use Variance; Height; Accessory Structure
35141,2018,False,Use Variance; Accessory Structure
35140,2018,False,Use Variance; Accessory Structure
35139,2018,True,Use Variance
35135,2018,False,Height
35134,2018,True,Use Variance; Parking; Accessory Structure
35120,2018,False,Use Variance; Parking; Accessory Structure; Signage
35119,2018,False,Height; Accessory Structure
35118,2018,True,Height
35117,2018,False,Use Variance
35116,2018,False,Use Variance; Height; Loading / Service
35115,2018,True,Use Variance; Parking; Accessory Structure
35114,2018,False,Use Variance; Accessory Structure
35113,2018,True,Use Variance; Parking; Accessory Structure
35112,2018,True,Use Variance; Parking; Height; Accessory Structure; Signage
35111,2018,False,Use Variance
35073,2018,False,Use Variance; Height
35104,2018,True,Use Variance
35103,2018,True,Use Variance; Height
35102,2018,True,Use Variance
35101,2018,False,Unclassified
35100,2018,False,Use Variance; Height; Accessory Structure
35099,2018,False,Use Variance
35098,2018,True,Use Variance; Parking; Accessory Structure
35097,2018,False,Use Variance; Parking; Accessory Structure
35096,2018,False,Use Variance; Setback; Height; Accessory Structure
35095,2018,False,Use Variance; Height; Loading / Service
35094,2018,True,Use Variance; Parking; Accessory Structure
35093,2018,True,Use Variance; Height
35092,2018,False,Unclassified
35091,2018,False,Use Variance; Accessory Structure
35090,2018,False,Unclassified
35089,2018,True,Use Variance; Height; Accessory Structure
35087,2018,False,Use Variance; Parking; Accessory Structure; Signage
35085,2018,True,Use Variance
35084,2018,False,Use Variance; Parking; Accessory Structure
35083,2018,False,Use Variance; Parking; Height; Accessory Structure
35082,2018,False,Setback; Height; Accessory Structure
35081,2018,False,Use Variance; Accessory Structure
35080,2018,True,Use Variance; Parking; Accessory Structure
35079,2018,True,Use Variance; Height; Accessory Structure; Signage
35077,2018,True,Use Variance; Height
35078,2018,True,Use Variance; Parking; Height
35076,2018,True,Use Variance; Parking; Accessory Structure
35075,2018,True,Use Variance
35074,2018,True,Use Variance
35072,2018,False,Parking; Height; Accessory Structure
35071,2018,True,Height; Accessory Structure
35070,2018,False,Unclassified
35069,2018,False,Use Variance; Height; Signage
35067,2018,False,Use Variance; Accessory Structure
35066,2018,False,Use Variance; Parking; Accessory Structure
35065,2018,False,Use Variance; Parking; Height; Accessory Structure
35064,2018,True,Unclassified
35063,2018,True,Use Variance; Accessory Structure
35062,2018,False,Height; Accessory Structure
35053,2018,False,Height; Accessory Structure
35061,2018,True,Use Variance; Parking; Height
35060,2018,True,Use Variance; Height; Loading / Service
35059,2018,False,Height; Accessory Structure
35058,2018,False,Use Variance
35056,2018,True,Use Variance
35055,2018,False,Height
35054,2018,True,Use Variance
35052,2018,True,Use Variance; Setback
35048,2018,False,Use Variance
35047,2018,False,Unclassified
35045,2018,True,Use Variance; Height; Accessory Structure
35041,2018,False,Setback; Accessory Structure
35040,2018,True,Use Variance; Height
35039,2018,True,Height; Accessory Structure
35034,2018,False,Unclassified
35032,2018,False,Unclassified
35031,2018,False,Unclassified
35030,2018,True,Use Variance
35029,2018,True,Use Variance; Parking; Height; Accessory Structure; Loading / Service
35015,2018,True,Use Variance; Accessory Structure
35014,2018,False,Use Variance
35013,2018,False,Use Variance; Height; Accessory Structure
35012,2018,True,Use Variance; Parking; Accessory Structure
35011,2018,True,Use Variance; Accessory Structure
35010,2018,False,Unclassified
35009,2018,True,Use Variance; Height; Accessory Structure
34999,2018,True,Unclassified
34997,2018,True,Use Variance; Height; Loading / Service
34994,2018,True,Unclassified
34991,2018,True,Parking; Setback; Accessory Structure
34989,2018,False,Height
34988,2018,False,Height; Accessory Structure
34987,2018,False,Use Variance; Height
34979,2018,False,Use Variance; Parking; Accessory Structure
34978,2018,True,Use Variance
34977,2018,False,Accessory Structure
34976,2018,True,Use Variance; Parking; Accessory Structure; Signage; Loading / Service
34973,2018,True,Use Variance
34972,2018,True,Use Variance; Height
34966,2018,True,Use Variance; Height; Accessory Structure
34965,2018,True,Use Variance; Parking; Height; Accessory Structure
34964,2018,True,Use Variance
34961,2018,False,Use Variance; Parking; Height; Accessory Structure
34950,2018,False,Use Variance
34940,2018,False,Use Variance; Height; Loading / Service
34938,2018,False,Unclassified
34927,2018,True,Use Variance
34926,2018,False,Unclassified
34925,2018,False,Use Variance
34924,2018,True,Height; Accessory Structure
34923,2018,True,Parking; Height; Accessory Structure
34922,2018,False,Use Variance
34921,2018,True,Use Variance
34920,2018,False,Use Variance
34919,2018,False,Use Variance; Parking; Accessory Structure
34918,2018,False,Use Variance; Loading / Service
34917,2018,True,Height
34916,2018,True,Parking; Accessory Structure
34910,2018,True,Use Variance; Height
34909,2018,False,Use Variance; Height
34908,2018,True,Use Variance; Accessory Structure
34907,2018,True,Use Variance; Loading / Service
34906,2018,False,Use Variance; Height
34905,2018,False,Unclassified
34904,2018,True,Use Variance; Parking; Height; Accessory Structure
34903,2018,False,Unclassified
34902,2018,False,Unclassified
34898,2018,False,Use Variance; Parking; Height; Accessory Structure; Signage
34897,2018,True,Use Variance; Height; Loading / Service
34895,2018,True,Use Variance; Parking; Height; Accessory Structure
34894,2018,True,Use Variance; Accessory Structure; Signage
34893,2018,True,Use Variance; Parking; Height; Accessory Structure
34892,2018,False,Use Variance
34891,2018,False,Use Variance; Parking; Accessory Structure
34890,2018,True,Parking; Height; Accessory Structure
34888,2018,False,Use Variance; Parking; Accessory Structure; Signage
34887,2018,False,Use Variance; Height; Accessory Structure
34886,2018,True,Use Variance
34885,2018,True,Height
34884,2018,True,Unclassified
34883,2018,False,Use Variance; Height; Accessory Structure; Signage
34882,2018,False,Height
34881,2018,True,Use Variance; Parking; Height; Accessory Structure
34880,2018,False,Use Variance; Accessory Structure
34879,2018,False,Use Variance; Setback
34878,2018,True,Use Variance; Height
34853,2018,True,Use Variance; Height
34852,2018,True,Use Variance
34851,2018,True,Use Variance; Height; Accessory Structure
34850,2018,False,Use Variance; Height; Accessory Structure
34849,2018,True,Unclassified
34848,2018,True,Use Variance
34847,2018,True,Use Variance
34846,2018,False,Use Variance; Accessory Structure
34845,2018,False,Use Variance; Accessory Structure
34844,2018,False,Use Variance; Accessory Structure
34843,2018,False,Use Variance; Accessory Structure
34842,2018,False,Use Variance; Accessory Structure
34841,2018,False,Use Variance; Accessory Structure
34840,2018,False,Use Variance; Accessory Structure
34839,2018,False,Unclassified
34838,2018,False,Use Variance; Parking; Height
34837,2018,True,Use Variance; Parking; Height; Accessory Structure
34836,2018,True,Use Variance; Height
34835,2018,False,Use Variance
34834,2018,True,Parking; Height; Accessory Structure
34833,2018,True,Use Variance
34832,2018,False,Use Variance
34831,2018,False,Accessory Structure
34830,2018,False,Use Variance; Height; Accessory Structure
34829,2018,False,Use Variance; Accessory Structure
34828,2018,False,Use Variance; Accessory Structure
34823,2018,True,Use Variance
34817,2018,False,Use Variance; Parking; Height; Accessory Structure
34816,2018,False,Use Variance; Accessory Structure
34815,2018,True,Accessory Structure
34814,2018,True,Use Variance; Height
34813,2018,True,Use Variance
34812,2018,True,Use Variance
34811,2018,True,Use Variance; Setback; Height; Accessory Structure; Signage; Loading / Service
34810,2018,True,Setback; Height
34809,2018,False,Use Variance; Parking; Accessory Structure
34808,2018,False,Use Variance
34807,2018,True,Use Variance; Height
34805,2018,False,Height
34804,2018,False,Use Variance
34803,2018,False,Use Variance; Height
34791,2018,False,Use Variance; Accessory Structure
34790,2018,True,Use Variance; Parking; Accessory Structure
34788,2018,False,Parking; Accessory Structure
34787,2018,False,Use Variance; Height
34785,2018,True,Use Variance; Height
34784,2018,False,Use Variance; Parking; Accessory Structure; Signage
34783,2018,False,Use Variance; Height; Accessory Structure
34782,2018,True,Use Variance; Parking; Accessory Structure
34780,2018,True,Use Variance; Height; Accessory Structure
34779,2018,False,Use Variance
34778,2018,False,Use Variance; Parking
34777,2018,True,Use Variance; Parking; Height; Accessory Structure
34776,2018,True,Height; Accessory Structure
34765,2018,True,Use Variance; Height; Accessory Structure
34764,2018,False,Height; Accessory Structure
34763,2018,False,Use Variance; Height; Accessory Structure
34762,2018,True,Use Variance; Setback; Height; Accessory Structure
34761,2018,False,Use Variance; Parking
34760,2018,True,Use Variance; Height; Loading / Service
34759,2018,True,Use Variance; Height
34647,2018,False,Unclassified
34645,2018,True,Use Variance
34644,2018,False,Use Variance; Height
34643,2018,True,Use Variance; Accessory Structure
34642,2018,True,Use Variance
34641,2018,False,Use Variance
34640,2018,False,Use Variance; Parking; Accessory Structure
34639,2018,True,Height
34638,2018,False,Use Variance; Height; Accessory Structure
34626,2018,True,Use Variance; Parking; Height; Accessory Structure
34625,2018,False,Accessory Structure
34624,2018,False,Accessory Structure
34623,2018,False,Use Variance; Parking; Accessory Structure
34622,2018,True,Height; Loading / Service
34621,2018,False,Unclassified
34620,2018,False,Use Variance; Parking; Accessory Structure
34619,2018,False,Use Variance
34618,2018,False,Use Variance; Parking; Height; Accessory Structure
34617,2018,True,Use Variance
34616,2018,False,Use Variance; Parking; Accessory Structure
34615,2018,False,Use Variance
34614,2018,True,Use Variance; Height; Loading / Service
34613,2018,False,Use Variance; Accessory Structure; Signage
34612,2018,False,Use Variance
34611,2018,True,Accessory Structure
34610,2018,True,Use Variance; Parking; Accessory Structure; Loading / Service
34608,2018,True,Use Variance; Height
34607,2018,True,Use Variance
34605,2018,True,Use Variance; Height
34604,2018,True,Use Variance; Accessory Structure
34601,2018,False,Use Variance; Parking; Accessory Structure; Signage
34594,2018,False,Height
34593,2018,False,Parking
34592,2018,True,Setback; Accessory Structure
34591,2018,True,Accessory Structure
34589,2018,True,Use Variance; Parking; Height; Accessory Structure
34587,2018,True,Use Variance; Height; Accessory Structure
34586,2018,False,Height; Loading / Service
34585,2018,False,Height
34583,2018,True,Height
34582,2018,False,Use Variance; Height; Accessory Structure
34581,2018,False,Use Variance; Height; Accessory Structure
34572,2018,False,Use Variance; Height; Accessory Structure
34571,2018,False,Use Variance; Height; Accessory Structure
34570,2018,True,Use Variance; Parking; Height; Accessory Structure
34569,2018,False,Height; Accessory Structure
34566,2018,False,Height; Accessory Structure
34565,2018,True,Use Variance
34528,2018,False,Unclassified
34527,2018,True,Use Variance; Parking; Height; Accessory Structure
34526,2018,False,Accessory Structure
34525,2018,False,Use Variance
34524,2018,False,Parking; Height; Accessory Structure
34523,2018,False,Use Variance; Parking; Accessory Structure
34522,2018,False,Unclassified
34521,2018,False,Height
34520,2018,False,Unclassified
34519,2018,True,Use Variance; Parking; Accessory Structure
34518,2018,False,Use Variance
34517,2018,True,Unclassified
34516,2018,True,Use Variance
34515,2018,False,Use Variance
34514,2018,True,Use Variance; Height
34513,2018,False,Height; Accessory Structure
34512,2018,False,Height; Accessory Structure
34511,2018,False,Height; Accessory Structure
34510,2018,False,Height; Accessory Structure
34509,2018,False,Height; Accessory Structure
34508,2018,False,Height
34507,2018,False,Use Variance
34506,2018,True,Use Variance
34505,2018,False,Use Variance; Parking; Height; Accessory Structure
34504,2018,True,Use Variance
34503,2018,True,Use Variance
34502,2018,False,Unclassified
34501,2018,False,Height; Accessory Structure
34500,2018,False,Height; Accessory Structure
34499,2018,True,Use Variance; Parking; Accessory Structure
34498,2018,True,Use Variance; Parking; Accessory Structure
34497,2018,True,Use Variance; Height; Loading / Service
34496,2018,True,Use Variance
34495,2018,True,Use Variance; Accessory Structure
34494,2018,True,Use Variance; Height
34493,2018,True,Use Variance; Height
34492,2018,True,Use Variance
34491,2018,False,Use Variance; Parking; Height; Accessory Structure
34490,2018,False,Use Variance; Parking; Height; Accessory Structure
34489,2018,True,Use Variance; Height
34488,2018,False,Use Variance; Parking; Accessory Structure
34470,2018,True,Unclassified
34469,2018,True,Unclassified
34468,2018,True,Use Variance; Height
34467,2018,True,Use Variance; Parking; Height; Accessory Structure
34466,2018,False,Use Variance; Parking; Height; Accessory Structure
34465,2018,True,Use Variance; Height; Signage
34464,2018,True,Use Variance; Height
34463,2018,False,Height; Accessory Structure
34462,2018,False,Height; Accessory Structure
34461,2018,False,Use Variance; Accessory Structure; Signage
34460,2018,False,Use Variance; Height; Accessory Structure; Signage
34459,2018,False,Use Variance; Accessory Structure; Signage
34458,2018,True,Use Variance; Height; Accessory Structure
34451,2018,False,Loading / Service
34448,2018,False,Height; Accessory Structure
34447,2018,False,Unclassified
34446,2018,False,Use Variance; Height
34444,2018,False,Use Variance; Accessory Structure
34442,2018,True,Height; Accessory Structure
34441,2018,False,Height; Accessory Structure
34440,2018,False,Unclassified
34439,2018,True,Use Variance; Parking; Height; Accessory Structure
34438,2018,False,Height; Loading / Service
34437,2018,False,Height
34436,2018,True,Use Variance; Parking; Height; Accessory Structure
34435,2018,False,Use Variance; Height
34434,2018,False,Use Variance
34433,2018,True,Use Variance
34432,2018,True,Use Variance; Height; Loading / Service
34431,2018,True,Use Variance; Parking; Height; Accessory Structure
34430,2018,False,Parking; Setback; Accessory Structure
34429,2018,True,Use Variance
34428,2018,False,Use Variance; Height
34427,2018,False,Use Variance; Height; Accessory Structure
34426,2018,False,Use Variance; Parking; Height; Accessory Structure
34425,2018,True,Use Variance
34424,2018,False,Accessory Structure
34423,2018,True,Use Variance; Height; Loading / Service
34422,2018,True,Use Variance; Loading / Service
34421,2018,False,Height
34420,2018,False,Unclassified
34419,2018,False,Unclassified
34396,2018,False,Use Variance
34395,2018,True,Use Variance; Height
34394,2018,True,Use Variance; Accessory Structure
34393,2018,False,Use Variance; Height
34392,2018,True,Use Variance; Height; Accessory Structure
34390,2018,True,Use Variance; Parking; Height; Accessory Structure
34389,2018,True,Use Variance; Height; Accessory Structure
34388,2018,True,Use Variance; Height; Accessory Structure
34387,2018,False,Accessory Structure
34386,2018,False,Use Variance; Height; Accessory Structure
34385,2018,False,Use Variance; Parking; Accessory Structure; Signage; Loading / Service
34384,2018,True,Use Variance; Parking; Height; Accessory Structure
34383,2018,True,Accessory Structure
34382,2018,True,Accessory Structure
34381,2018,True,Use Variance
34380,2018,True,Accessory Structure
34379,2018,False,Use Variance; Parking; Accessory Structure
34378,2018,False,Use Variance; Height; Accessory Structure
34377,2018,True,Use Variance; Loading / Service
34376,2018,False,Use Variance; Height; Accessory Structure
34375,2018,False,Unclassified
34367,2018,True,Use Variance
34366,2018,False,Use Variance; Parking; Height; Accessory Structure
34365,2018,False,Unclassified
34363,2018,False,Use Variance; Parking; Height; Lot Size / Dimensions; Accessory Structure
34359,2018,True,Use Variance
34358,2018,False,Parking; Height; Accessory Structure
34357,2018,False,Use Variance
34354,2018,False,Use Variance; Parking; Accessory Structure
34353,2018,False,Use Variance; Parking; Height; Accessory Structure
34348,2018,True,Use Variance; Height
34347,2018,True,Use Variance; Parking; Height; Accessory Structure
